	filename	scene_label
251	audio/tram-helsinki-184-5713-a.wav	tram
252	audio/shopping_mall-london-131-3915-b.wav	shopping_mall
253	audio/park-milan-1018-43813-a.wav	park
254	audio/airport-prague-1023-43965-s3.wav	airport
255	audio/tram-prague-1135-41970-b.wav	tram
256	audio/bus-prague-1030-43400-a.wav	bus
257	audio/street_traffic-lyon-1110-42547-a.wav	street_traffic
258	audio/public_square-barcelona-109-3128-a.wav	public_square
259	audio/street_traffic-stockholm-173-5307-a.wav	street_traffic
260	audio/park-london-96-2692-a.wav	park
261	audio/tram-helsinki-184-5737-a.wav	tram
262	audio/park-stockholm-103-2942-a.wav	park
263	audio/street_traffic-stockholm-174-5371-a.wav	street_traffic
264	audio/airport-prague-1034-40792-b.wav	airport
265	audio/street_pedestrian-lisbon-1004-40636-a.wav	street_pedestrian
266	audio/park-prague-1092-40909-s1.wav	park
267	audio/metro_station-lisbon-1020-40170-a.wav	metro_station
268	audio/airport-stockholm-12-500-a.wav	airport
269	audio/metro_station-barcelona-61-1836-c.wav	metro_station
270	audio/metro-vienna-59-1784-a.wav	metro
271	audio/street_pedestrian-prague-1085-42296-c.wav	street_pedestrian
272	audio/shopping_mall-milan-1084-40265-a.wav	shopping_mall
273	audio/street_pedestrian-prague-1037-43964-a.wav	street_pedestrian
274	audio/metro_station-london-76-2114-a.wav	metro_station
275	audio/street_pedestrian-milan-1005-40912-a.wav	street_pedestrian
276	audio/street_pedestrian-vienna-159-4835-a.wav	street_pedestrian
277	audio/tram-milan-1132-43143-a.wav	tram
278	audio/street_traffic-helsinki-165-5066-a.wav	street_traffic
279	audio/street_pedestrian-paris-153-4627-a.wav	street_pedestrian
280	audio/metro-lyon-1079-40120-s1.wav	metro
281	audio/park-milan-1063-41641-a.wav	park
282	audio/street_traffic-stockholm-174-5368-a.wav	street_traffic
283	audio/tram-lisbon-1046-40989-a.wav	tram
284	audio/public_square-helsinki-112-3252-a.wav	public_square
285	audio/public_square-barcelona-107-3076-a.wav	public_square
286	audio/shopping_mall-lisbon-1125-40586-s2.wav	shopping_mall
287	audio/street_traffic-lisbon-1008-42733-a.wav	street_traffic
288	audio/street_pedestrian-lisbon-1004-42901-a.wav	street_pedestrian
289	audio/airport-london-6-266-s2.wav	airport
290	audio/bus-london-25-887-b.wav	bus
291	audio/street_pedestrian-london-149-4510-b.wav	street_pedestrian
292	audio/metro-vienna-60-1803-a.wav	metro
293	audio/tram-barcelona-180-5571-a.wav	tram
294	audio/metro_station-barcelona-61-1842-a.wav	metro_station
295	audio/metro_station-milan-1050-42059-a.wav	metro_station
296	audio/street_traffic-helsinki-166-5098-a.wav	street_traffic
297	audio/street_pedestrian-paris-153-4652-a.wav	street_pedestrian
298	audio/street_pedestrian-barcelona-144-4349-a.wav	street_pedestrian
299	audio/shopping_mall-milan-1084-41867-a.wav	shopping_mall
300	audio/tram-vienna-200-6032-a.wav	tram
301	audio/tram-lyon-1112-42470-b.wav	tram
302	audio/park-helsinki-92-2544-a.wav	park
303	audio/public_square-milan-1044-40560-a.wav	public_square
304	audio/public_square-prague-1075-42778-a.wav	public_square
305	audio/street_pedestrian-prague-1037-41211-a.wav	street_pedestrian
306	audio/tram-prague-1135-41970-a.wav	tram
307	audio/public_square-milan-1044-41538-a.wav	public_square
308	audio/public_square-london-113-3280-a.wav	public_square
309	audio/public_square-lisbon-1116-43136-a.wav	public_square
310	audio/bus-prague-1090-42491-s3.wav	bus
311	audio/bus-lisbon-1013-42385-a.wav	bus
312	audio/street_pedestrian-helsinki-146-4401-a.wav	street_pedestrian
313	audio/shopping_mall-london-131-3928-a.wav	shopping_mall
314	audio/park-vienna-105-2980-a.wav	park
315	audio/metro_station-lisbon-1007-40011-a.wav	metro_station
316	audio/metro_station-stockholm-84-2253-a.wav	metro_station
317	audio/street_traffic-prague-1153-43180-a.wav	street_traffic
318	audio/street_pedestrian-barcelona-143-4339-a.wav	street_pedestrian
319	audio/street_traffic-lyon-1110-42363-a.wav	street_traffic
320	audio/public_square-lisbon-1039-41237-a.wav	public_square
321	audio/metro_station-prague-1019-42245-a.wav	metro_station
322	audio/street_traffic-lyon-1045-40145-a.wav	street_traffic
323	audio/park-prague-1105-43935-c.wav	park
324	audio/park-barcelona-89-2457-a.wav	park
325	audio/bus-vienna-39-1153-a.wav	bus
326	audio/metro-london-48-1488-a.wav	metro
327	audio/street_pedestrian-stockholm-155-4711-s3.wav	street_pedestrian
328	audio/street_pedestrian-milan-1080-40536-a.wav	street_pedestrian
329	audio/public_square-milan-1014-41499-a.wav	public_square
330	audio/airport-lyon-1041-41852-a.wav	airport
331	audio/street_pedestrian-lyon-1003-41711-a.wav	street_pedestrian
332	audio/airport-vienna-13-535-s1.wav	airport
333	audio/street_traffic-milan-1011-42159-a.wav	street_traffic
334	audio/metro_station-milan-1117-43104-a.wav	metro_station
335	audio/metro-helsinki-45-1343-a.wav	metro
336	audio/street_pedestrian-paris-153-4622-s3.wav	street_pedestrian
337	audio/bus-vienna-39-1184-a.wav	bus
338	audio/metro-helsinki-45-1344-s2.wav	metro
339	audio/metro-paris-54-1606-a.wav	metro
340	audio/shopping_mall-lyon-1043-40855-a.wav	shopping_mall
341	audio/metro_station-vienna-86-2335-a.wav	metro_station
342	audio/metro-stockholm-57-1711-a.wav	metro
343	audio/bus-helsinki-20-783-s2.wav	bus
344	audio/street_traffic-stockholm-174-5353-a.wav	street_traffic
345	audio/metro_station-london-72-2057-c.wav	metro_station
346	audio/tram-paris-193-5867-c.wav	tram
347	audio/metro_station-milan-1117-42678-c.wav	metro_station
348	audio/metro-london-48-1446-b.wav	metro
349	audio/park-paris-99-2811-s1.wav	park
350	audio/shopping_mall-barcelona-126-3744-c.wav	shopping_mall
351	audio/bus-london-21-821-c.wav	bus
352	audio/metro_station-helsinki-65-1962-b.wav	metro_station
353	audio/bus-vienna-38-1116-a.wav	bus
354	audio/airport-barcelona-1-30-a.wav	airport
355	audio/metro-stockholm-55-1625-a.wav	metro
356	audio/public_square-lisbon-1116-41999-s2.wav	public_square
357	audio/shopping_mall-barcelona-127-3778-a.wav	shopping_mall
358	audio/street_traffic-lisbon-1076-42341-a.wav	street_traffic
359	audio/street_traffic-helsinki-166-5092-a.wav	street_traffic
360	audio/street_traffic-prague-1033-42233-a.wav	street_traffic
361	audio/shopping_mall-milan-1049-42044-b.wav	shopping_mall
362	audio/tram-barcelona-180-5567-b.wav	tram
363	audio/metro-barcelona-41-1265-a.wav	metro
364	audio/metro_station-vienna-88-2417-s2.wav	metro_station
365	audio/street_traffic-milan-1097-40728-s1.wav	street_traffic
366	audio/metro-stockholm-56-1677-a.wav	metro
367	audio/metro_station-paris-79-2160-a.wav	metro_station
368	audio/park-vienna-104-2944-a.wav	park
369	audio/park-lisbon-1052-42242-a.wav	park
370	audio/airport-prague-1023-40542-s2.wav	airport
371	audio/airport-stockholm-10-443-a.wav	airport
372	audio/street_pedestrian-barcelona-144-4348-a.wav	street_pedestrian
373	audio/public_square-london-114-3308-a.wav	public_square
374	audio/metro-prague-1054-42915-a.wav	metro
375	audio/metro-vienna-59-1753-b.wav	metro
376	audio/metro_station-paris-78-2130-b.wav	metro_station
377	audio/public_square-vienna-122-3591-a.wav	public_square
378	audio/park-milan-1133-40553-a.wav	park
379	audio/street_traffic-lyon-1045-41482-a.wav	street_traffic
380	audio/tram-milan-1146-41509-s2.wav	tram
381	audio/park-paris-99-2792-b.wav	park
382	audio/airport-lisbon-1114-40895-s2.wav	airport
383	audio/public_square-lyon-1056-43754-a.wav	public_square
384	audio/street_traffic-lyon-1045-41938-a.wav	street_traffic
385	audio/tram-lisbon-1100-42536-a.wav	tram
386	audio/airport-milan-1061-42278-s3.wav	airport
387	audio/tram-helsinki-183-5693-a.wav	tram
388	audio/metro_station-barcelona-61-1851-a.wav	metro_station
389	audio/park-lyon-1012-40014-a.wav	park
390	audio/street_pedestrian-lyon-1072-43836-a.wav	street_pedestrian
391	audio/metro_station-lyon-1028-41905-s1.wav	metro_station
392	audio/public_square-prague-1152-42151-a.wav	public_square
393	audio/metro_station-vienna-86-2325-s3.wav	metro_station
394	audio/bus-prague-1147-44077-a.wav	bus
395	audio/public_square-barcelona-108-3099-a.wav	public_square
396	audio/shopping_mall-prague-1009-41018-a.wav	shopping_mall
397	audio/street_pedestrian-lyon-1072-42426-s3.wav	street_pedestrian
398	audio/street_pedestrian-paris-152-4607-b.wav	street_pedestrian
399	audio/street_pedestrian-stockholm-157-4784-a.wav	street_pedestrian
400	audio/bus-helsinki-19-751-s1.wav	bus
401	audio/street_pedestrian-lyon-1072-41971-a.wav	street_pedestrian
402	audio/street_pedestrian-vienna-159-4858-a.wav	street_pedestrian
403	audio/airport-paris-9-389-a.wav	airport
404	audio/tram-london-188-5813-s1.wav	tram
405	audio/metro-vienna-59-1776-a.wav	metro
406	audio/tram-lisbon-1046-43807-a.wav	tram
407	audio/metro_station-prague-1019-41213-a.wav	metro_station
408	audio/park-london-95-2661-a.wav	park
409	audio/metro-lisbon-1121-41245-a.wav	metro
410	audio/metro_station-london-74-2089-a.wav	metro_station
411	audio/shopping_mall-lisbon-1125-43490-a.wav	shopping_mall
412	audio/public_square-milan-1074-41663-a.wav	public_square
413	audio/metro_station-helsinki-65-1948-a.wav	metro_station
414	audio/shopping_mall-barcelona-127-3774-a.wav	shopping_mall
415	audio/tram-milan-1134-41334-c.wav	tram
416	audio/shopping_mall-milan-1084-43496-a.wav	shopping_mall
417	audio/public_square-helsinki-112-3240-a.wav	public_square
418	audio/tram-vienna-200-6041-b.wav	tram
419	audio/tram-helsinki-184-5721-a.wav	tram
420	audio/bus-lyon-1124-43910-a.wav	bus
421	audio/shopping_mall-vienna-140-4270-s3.wav	shopping_mall
422	audio/airport-helsinki-3-115-a.wav	airport
423	audio/bus-milan-1078-40613-a.wav	bus
424	audio/street_traffic-london-168-5134-a.wav	street_traffic
425	audio/street_pedestrian-lisbon-1004-41802-a.wav	street_pedestrian
426	audio/street_pedestrian-london-151-4579-a.wav	street_pedestrian
427	audio/tram-stockholm-197-5951-a.wav	tram
428	audio/shopping_mall-paris-133-4008-a.wav	shopping_mall
429	audio/park-helsinki-94-2603-a.wav	park
430	audio/airport-helsinki-3-167-b.wav	airport
431	audio/public_square-london-115-3369-a.wav	public_square
432	audio/public_square-vienna-124-3694-a.wav	public_square
433	audio/street_pedestrian-helsinki-146-4389-b.wav	street_pedestrian
434	audio/public_square-lisbon-1039-40051-a.wav	public_square
435	audio/park-stockholm-101-2863-a.wav	park
436	audio/shopping_mall-barcelona-127-3792-a.wav	shopping_mall
437	audio/street_pedestrian-prague-1085-42296-a.wav	street_pedestrian
438	audio/airport-lyon-1041-43257-a.wav	airport
439	audio/public_square-stockholm-121-3577-a.wav	public_square
440	audio/bus-lisbon-1128-41609-a.wav	bus
441	audio/street_traffic-london-168-5135-a.wav	street_traffic
442	audio/metro_station-london-75-2100-a.wav	metro_station
443	audio/bus-lisbon-1128-40440-b.wav	bus
444	audio/shopping_mall-stockholm-136-4129-a.wav	shopping_mall
445	audio/metro-vienna-59-1785-a.wav	metro
446	audio/airport-lyon-1101-43522-c.wav	airport
447	audio/shopping_mall-prague-1009-40135-c.wav	shopping_mall
448	audio/tram-stockholm-197-5945-a.wav	tram
449	audio/bus-paris-32-998-b.wav	bus
450	audio/airport-london-6-275-a.wav	airport
451	audio/public_square-london-113-3283-a.wav	public_square
452	audio/airport-lyon-1101-44017-b.wav	airport
453	audio/street_traffic-milan-1094-42620-a.wav	street_traffic
454	audio/metro_station-stockholm-84-2270-a.wav	metro_station
455	audio/airport-london-5-236-a.wav	airport
456	audio/shopping_mall-vienna-140-4268-a.wav	shopping_mall
457	audio/airport-helsinki-3-127-a.wav	airport
458	audio/metro_station-stockholm-83-2214-s2.wav	metro_station
459	audio/tram-milan-1132-43061-c.wav	tram
460	audio/park-helsinki-92-2537-a.wav	park
461	audio/shopping_mall-barcelona-125-3731-a.wav	shopping_mall
462	audio/metro-milan-1142-41062-a.wav	metro
463	audio/public_square-paris-116-3409-a.wav	public_square
464	audio/street_traffic-lyon-1110-41588-a.wav	street_traffic
465	audio/bus-lyon-1124-41163-a.wav	bus
466	audio/bus-paris-33-1014-a.wav	bus
467	audio/public_square-paris-117-3432-s3.wav	public_square
468	audio/metro_station-paris-80-2164-a.wav	metro_station
469	audio/street_traffic-london-167-5129-s2.wav	street_traffic
470	audio/tram-barcelona-181-5605-a.wav	tram
471	audio/airport-london-6-281-a.wav	airport
472	audio/metro-helsinki-45-1365-a.wav	metro
473	audio/shopping_mall-barcelona-125-3719-s1.wav	shopping_mall
474	audio/public_square-barcelona-108-3108-a.wav	public_square
475	audio/street_traffic-milan-1011-41263-b.wav	street_traffic
476	audio/airport-vienna-14-596-a.wav	airport
477	audio/public_square-vienna-122-3617-a.wav	public_square
478	audio/metro-lyon-1079-41992-s1.wav	metro
479	audio/airport-stockholm-10-436-a.wav	airport
480	audio/airport-paris-9-372-s2.wav	airport
481	audio/bus-vienna-39-1166-a.wav	bus
482	audio/public_square-lyon-1024-43906-c.wav	public_square
483	audio/shopping_mall-helsinki-130-3888-s1.wav	shopping_mall
484	audio/airport-paris-9-416-a.wav	airport
485	audio/public_square-milan-1014-43098-a.wav	public_square
486	audio/park-milan-1018-40574-s3.wav	park
487	audio/shopping_mall-milan-1084-43890-a.wav	shopping_mall
488	audio/airport-milan-1108-41133-a.wav	airport
489	audio/street_traffic-paris-170-5219-a.wav	street_traffic
490	audio/shopping_mall-barcelona-126-3747-c.wav	shopping_mall
491	audio/street_pedestrian-lyon-1072-42952-a.wav	street_pedestrian
492	audio/public_square-helsinki-112-3243-s1.wav	public_square
493	audio/street_pedestrian-lisbon-1004-41675-s2.wav	street_pedestrian
